Line;File;TrnID;Time;Min;ON;OpThreshold;ClksThisMin;SpClass;Qn;ICIgood;tWUTrisk;Marked;Start;NofClx;nActualClx;medianKHz;avEndF;nRisingIPIs;avSPL;avPkAt;avBWx8;TrDur_us;AvPRF;nICIrising;MinICI_us;midpointICI;MaxICI_us;ClkNofMinICI;ClkNofMaxICI;NofClstrs;avClstrNx8;avclF0;avclF1;avPkIPI;BeforeIPIratio;PreIPIratio;Post1IPIratio;Post2IPIratio;EndIPIratio;EncSpN;Timedrift;Time_adj;Day;Time_CET;HP;Time_UTC
348;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;1;12/07/22 16:57;64446657;TRUE;2;1399;NBHF;High;yes;0;FALSE;1844666;25;25;126;128;13;34;4;15;102880;243;1;645;823;1356;25;22;25;8;0;0;32;2.04;0.97;1.01;1.01;1.03;n/a;0.672727272727276;2022-07-12 16:57:09.896057;193;NA;0;2022-07-12 14:57:09.22333
349;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;7;12/07/22 16:57;64446657;TRUE;2;1399;NBHF;Mod;yes;0;FALSE;6897668;8;8;125;128;4;36;4;15;8456;946;2;208;211;217;8;7;8;8;0;0;32;1.95;0.98;1;0.99;1.02;n/a;0.672727272727276;2022-07-12 16:57:35.161067;193;NA;0;2022-07-12 14:57:34.48834
350;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;8;12/07/22 16:57;64446657;TRUE;2;1399;NBHF;Mod;yes;0;FALSE;6899993;32;32;125;126;28;38;4;8;33298;961;15;201;415;421;32;9;32;8;0;0;31;2.1;1.01;0.97;0.97;0.98;n/a;0.672727272727276;2022-07-12 16:57:35.172692;193;NA;0;2022-07-12 14:57:34.499965
351;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;9;12/07/22 16:57;64446657;TRUE;2;1399;NBHF;Mod;yes;0;FALSE;6908102;8;8;126;127;7;36;4;15;10526;760;1;202;204;206;8;5;8;8;0;0;32;0;0.97;1.01;1;1.02;n/a;0.672727272727276;2022-07-12 16:57:35.213237;193;NA;0;2022-07-12 14:57:34.54051
358;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;1;12/07/22 17:00;64446660;TRUE;1;5036;NBHF;Mod;yes;0;FALSE;3190707;8;8;127;129;5;38;5;15;11379;703;1;278;286;289;7;2;8;8;0;0;31;1.97;0.99;0.99;0.99;1;n/a;0.672727272727276;2022-07-12 17:00:16.626262;193;NA;0;2022-07-12 15:00:15.953535
359;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;7;12/07/22 17:00;64446660;TRUE;1;5036;NBHF;Mod;yes;0;FALSE;3279821;12;12;126;128;9;38;4;15;14814;810;3;207;207;422;4;9;12;8;0;0;31;2.02;1.07;0.97;0.98;0.99;n/a;0.672727272727276;2022-07-12 17:00:17.071832;193;NA;0;2022-07-12 15:00:16.399105
360;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;8;12/07/22 17:00;64446660;TRUE;1;5036;NBHF;Mod;yes;0;FALSE;3283203;8;8;127;128;4;38;5;15;8359;957;1;206;209;212;8;7;8;8;0;0;32;1.96;0.95;1;0.99;1.02;n/a;0.672727272727276;2022-07-12 17:00:17.088742;193;NA;0;2022-07-12 15:00:16.416015
361;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;15;12/07/22 17:00;64446660;TRUE;1;5036;NBHF;High;yes;0;FALSE;3866416;12;43;126;130;13;36;5;15;14851;808;16;239;247;1457;22;36;43;8;0;0;32;2.06;0.99;1.01;1.01;1.04;n/a;0.672727272727276;2022-07-12 17:00:20.004807;193;NA;0;2022-07-12 15:00:19.33208
362;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;16;12/07/22 17:00;64446660;TRUE;1;5036;NBHF;Mod;yes;0;FALSE;3881536;38;44;126;128;18;38;6;15;47029;808;17;229;239;1166;13;39;44;8;0;0;32;2.16;0.98;1.01;1.01;1.02;n/a;0.672727272727276;2022-07-12 17:00:20.080407;193;NA;0;2022-07-12 15:00:19.40768
363;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;17;12/07/22 17:00;64446660;TRUE;1;5036;NBHF;Mod;yes;0;FALSE;3903813;11;19;126;128;5;36;4;15;12318;893;6;216;223;446;13;9;19;8;0;0;32;2.16;1.05;1.02;1.01;1.03;n/a;0.672727272727276;2022-07-12 17:00:20.191792;193;NA;0;2022-07-12 15:00:19.519065
401;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;2;12/07/22 17:29;64446689;TRUE;2;261;NBHF;Mod;yes;0;FALSE;1067517;9;9;126;127;4;40;6;15;39473;228;0;805;910;967;9;2;9;8;0;0;32;1.94;1.01;1;1.02;1.02;n/a;0.672727272727276;2022-07-12 17:29:06.010312;193;NA;0;2022-07-12 15:29:05.337585
402;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;3;12/07/22 17:29;64446689;TRUE;2;261;NBHF;Mod;yes;0;FALSE;1087460;9;9;126;128;3;42;6;15;25714;350;2;548;585;1148;9;5;9;8;0;0;32;2.42;1;1;1.02;1.02;n/a;0.672727272727276;2022-07-12 17:29:06.110027;193;NA;0;2022-07-12 15:29:05.4373
457;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;15;12/07/22 18:10;64446730;TRUE;1;4584;NBHF;High;yes;0;FALSE;4706524;621;621;127;131;481;62;7;3;907894;684;236;179;243;1271;518;2;621;8;0;0;32;3.53;0.97;1;1.02;1.04;n/a;0.672727272727276;2022-07-12 18:10:24.205347;193;NA;0;2022-07-12 16:10:23.53262
544;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;1;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;no;0;FALSE;1584919;8;8;125;125;5;26;4;15;30418;263;2;724;764;801;8;2;8;8;0;0;31;3.02;1.01;0.98;0.98;0.97;n/a;0.672727272727276;2022-07-12 18:30:08.597322;193;NA;0;2022-07-12 16:30:07.924595
545;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;2;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;1590769;10;10;126;126;5;26;5;15;12531;798;4;245;252;255;6;3;10;8;0;0;31;3.29;1.11;0.98;0.98;0.97;n/a;0.672727272727276;2022-07-12 18:30:08.626572;193;NA;0;2022-07-12 16:30:07.953845
546;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;3;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;1606517;19;19;126;129;16;36;7;1;22864;831;6;226;246;485;6;16;19;8;0;0;32;3.08;0.98;1;1;1.03;n/a;0.672727272727276;2022-07-12 18:30:08.705312;193;NA;0;2022-07-12 16:30:08.032585
547;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;9;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;1660024;7;28;127;127;17;34;7;6;7352;952;11;172;204;415;23;8;28;9;0;0;32;3.77;0.97;1;1.02;1.02;n/a;0.672727272727276;2022-07-12 18:30:08.972847;193;NA;0;2022-07-12 16:30:08.30012
548;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;10;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;1667100;10;10;127;128;6;34;8;6;10341;967;4;196;202;251;4;2;10;9;0;0;31;2.68;1.03;0.98;0.98;0.99;n/a;0.672727272727276;2022-07-12 18:30:09.008227;193;NA;0;2022-07-12 16:30:08.3355
549;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;14;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;3473036;16;16;125;128;8;23;4;15;25196;635;4;289;317;633;3;10;16;8;0;0;32;2.23;1.12;0.99;0.99;1.02;n/a;0.672727272727276;2022-07-12 18:30:18.037907;193;NA;0;2022-07-12 16:30:17.36518
550;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;23;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5408701;11;23;128;129;10;28;6;15;39426;279;4;567;730;1305;23;12;23;8;0;0;31;2.58;1.02;0.98;0.99;0.99;n/a;0.672727272727276;2022-07-12 18:30:27.716232;193;NA;0;2022-07-12 16:30:27.043505
551;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;24;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;5436063;8;8;125;125;2;22;4;15;18264;438;2;441;455;910;8;5;8;8;0;0;32;2.12;0.99;1;0.94;1;n/a;0.672727272727276;2022-07-12 18:30:27.853042;193;NA;0;2022-07-12 16:30:27.180315
552;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;25;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;5441856;19;19;125;128;9;25;4;15;38461;494;6;349;448;461;19;2;19;8;0;0;31;2.63;1.01;0.95;0.98;0.99;n/a;0.672727272727276;2022-07-12 18:30:27.882007;193;NA;0;2022-07-12 16:30:27.20928
553;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;29;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5489789;32;32;128;131;20;29;5;15;40353;793;12;241;257;258;25;11;32;8;0;0;31;2.46;1;0.98;1.01;1.01;n/a;0.672727272727276;2022-07-12 18:30:28.121672;193;NA;0;2022-07-12 16:30:27.448945
554;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;30;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5498854;74;74;128;133;32;30;6;13;93434;792;31;232;245;492;60;25;74;8;0;0;31;2.64;1.01;0.99;1;1.03;n/a;0.672727272727276;2022-07-12 18:30:28.166997;193;NA;0;2022-07-12 16:30:27.49427
555;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;33;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5526287;66;66;126;129;35;44;7;5;78291;843;26;191;232;273;13;8;66;8;0;0;32;3.94;0.99;1.01;1.01;1.03;n/a;0.672727272727276;2022-07-12 18:30:28.304162;193;NA;0;2022-07-12 16:30:27.631435
556;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;38;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5745206;78;78;126;129;57;34;6;5;167381;466;13;337;421;562;77;2;78;8;0;0;31;3.46;1.01;0.98;0.99;1;n/a;0.672727272727276;2022-07-12 18:30:29.398757;193;NA;0;2022-07-12 16:30:28.72603
557;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;39;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5778562;13;25;127;130;15;34;7;15;21311;610;7;293;329;624;23;14;25;8;0;0;31;2.55;1.08;0.98;0.99;1;n/a;0.672727272727276;2022-07-12 18:30:29.565537;193;NA;0;2022-07-12 16:30:28.89281
558;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;42;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;5815712;43;43;127;129;25;30;6;15;53682;801;17;221;247;496;41;23;43;8;0;0;31;2.96;1.08;0.98;0.99;1;n/a;0.672727272727276;2022-07-12 18:30:29.751287;193;NA;0;2022-07-12 16:30:29.07856
559;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;48;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;5861068;56;56;127;129;47;32;5;12;62084;902;22;182;218;437;2;40;56;8;0;0;31;3;1.01;0.97;0.99;1;n/a;0.672727272727276;2022-07-12 18:30:29.978067;193;NA;0;2022-07-12 16:30:29.30534
560;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;49;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;5877309;17;58;126;129;33;32;5;15;17857;952;24;198;211;419;46;18;58;8;0;0;31;3.36;1.02;0.98;0.99;1;n/a;0.672727272727276;2022-07-12 18:30:30.059272;193;NA;0;2022-07-12 16:30:29.386545
561;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;50;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;5894340;14;14;127;130;9;30;6;15;13861;1010;6;194;195;203;12;5;14;8;0;0;31;2.03;1.01;0.97;0.97;1;n/a;0.672727272727276;2022-07-12 18:30:30.144427;193;NA;0;2022-07-12 16:30:29.4717
562;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;51;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;High;yes;0;FALSE;10289722;28;28;125;127;19;32;7;8;116666;240;6;642;800;1273;27;2;28;8;0;0;32;2.83;0.98;0.99;1.01;1.02;n/a;0.672727272727276;2022-07-12 18:30:52.121337;193;NA;0;2022-07-12 16:30:51.44861
563;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;55;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;10361174;10;10;126;130;4;32;8;3;14184;705;4;271;277;335;9;2;10;9;0;0;32;2.42;1;1;1.03;1.04;n/a;0.672727272727276;2022-07-12 18:30:52.478597;193;NA;0;2022-07-12 16:30:51.80587
564;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;56;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;10363954;33;33;126;129;26;32;7;8;43535;758;12;210;263;522;22;26;33;8;0;0;31;3.33;1.01;0.96;0.99;1;n/a;0.672727272727276;2022-07-12 18:30:52.492497;193;NA;0;2022-07-12 16:30:51.81977
565;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;57;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;10382239;12;12;127;127;9;27;5;13;15584;770;5;205;205;308;6;2;12;8;0;0;31;2.01;1;0.98;1;0.98;n/a;0.672727272727276;2022-07-12 18:30:52.583922;193;NA;0;2022-07-12 16:30:51.911195
566;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;61;12/07/22 18:30;64446750;TRUE;1;4562;NBHF;Mod;yes;0;FALSE;10434200;30;30;127;131;16;34;7;11;33333;900;13;188;221;261;4;6;30;8;0;0;32;3.1;0.98;1.01;1.03;1.05;n/a;0.672727272727276;2022-07-12 18:30:52.843727;193;NA;0;2022-07-12 16:30:52.171
610;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;2;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;2967656;16;16;126;128;9;28;6;15;19875;805;6;241;250;287;6;2;16;8;0;0;31;2.4;1.01;0.97;0.98;0.99;n/a;0.672727272727276;2022-07-12 18:54:15.511007;193;NA;0;2022-07-12 16:54:14.83828
611;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;3;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;2973052;28;28;125;128;13;31;6;15;33980;824;10;234;243;480;25;22;28;8;0;0;32;2.28;0.99;1.02;1.01;1.02;n/a;0.672727272727276;2022-07-12 18:54:15.537987;193;NA;0;2022-07-12 16:54:14.86526
612;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;4;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;2980051;17;17;126;128;12;34;7;15;20408;833;8;226;232;283;11;2;17;8;0;0;32;3.43;0.98;1.01;1.01;1.02;n/a;0.672727272727276;2022-07-12 18:54:15.572982;193;NA;0;2022-07-12 16:54:14.900255
613;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;5;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;2984093;43;43;126;129;22;32;6;15;52760;815;19;199;228;273;37;2;43;8;0;0;31;2.78;1.02;0.97;1;1;n/a;0.672727272727276;2022-07-12 18:54:15.593192;193;NA;0;2022-07-12 16:54:14.920465
614;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;8;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;High;yes;0;FALSE;4845788;131;131;127;131;110;32;5;15;331645;395;24;300;452;1275;131;2;131;8;0;0;31;2.33;0.97;0.97;0.97;1.01;n/a;0.672727272727276;2022-07-12 18:54:24.901667;193;NA;0;2022-07-12 16:54:24.22894
615;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;9;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;4918380;31;31;127;130;26;29;4;15;47112;658;9;260;266;544;24;5;31;8;0;0;30;2.38;1.02;0.94;0.93;0.97;n/a;0.672727272727276;2022-07-12 18:54:25.264627;193;NA;0;2022-07-12 16:54:24.5919
616;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;10;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;4931879;10;10;128;128;8;27;4;15;15822;632;3;258;261;261;8;5;10;8;0;0;30;2.52;1.01;0.94;0.92;0.96;n/a;0.672727272727276;2022-07-12 18:54:25.332122;193;NA;0;2022-07-12 16:54:24.659395
617;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;20;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;9484337;21;21;127;131;14;26;4;15;34313;612;6;280;310;606;18;12;21;8;0;0;31;2.19;0.98;0.98;0.98;1.01;n/a;0.672727272727276;2022-07-12 18:54:48.094412;193;NA;0;2022-07-12 16:54:47.421685
618;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;25;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;9532095;22;22;127;130;16;31;7;4;26666;825;9;234;242;249;14;10;22;8;0;0;31;2.96;1;0.99;1;1;n/a;0.672727272727276;2022-07-12 18:54:48.333202;193;NA;0;2022-07-12 16:54:47.660475
619;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;26;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;9537383;25;25;127;129;12;32;6;11;30048;832;9;232;242;284;17;2;25;8;0;0;32;2.84;0.98;1.01;1.03;1.03;n/a;0.672727272727276;2022-07-12 18:54:48.359642;193;NA;0;2022-07-12 16:54:47.686915
620;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;33;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;9582464;8;8;127;130;6;30;5;15;8368;956;4;205;218;218;2;4;8;8;0;0;31;2.32;0.98;1;0.96;1.01;n/a;0.672727272727276;2022-07-12 18:54:48.585047;193;NA;0;2022-07-12 16:54:47.91232
621;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;34;12/07/22 18:54;64446774;TRUE;1;4102;NBHF;Mod;yes;0;FALSE;9585602;9;9;126;130;6;29;6;15;9574;940;4;204;207;234;6;9;9;8;0;0;32;2.69;0.97;1.02;1.01;1.04;n/a;0.672727272727276;2022-07-12 18:54:48.600737;193;NA;0;2022-07-12 16:54:47.92801
638;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;40;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;7055037;170;170;127;131;143;40;6;15;389016;437;41;230;406;1266;168;2;170;8;0;0;31;2.85;0.98;1;0.96;1.01;n/a;0.672727272727276;2022-07-12 19:01:35.947912;193;NA;0;2022-07-12 17:01:35.275185
639;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;42;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;7138447;19;19;128;133;13;32;5;15;24675;770;7;220;259;299;13;12;19;8;0;0;31;3.3;0.99;1.01;0.97;1.03;n/a;0.672727272727276;2022-07-12 19:01:36.364962;193;NA;0;2022-07-12 17:01:35.692235
640;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;44;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;7155106;11;11;128;127;6;28;5;15;16516;666;3;244;251;253;7;8;11;8;0;0;31;3.83;0.99;0.99;0.99;0.98;n/a;0.672727272727276;2022-07-12 19:01:36.448257;193;NA;0;2022-07-12 17:01:35.77553
645;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;60;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;9616539;298;298;127;129;222;65;8;4;554934;537;72;242;280;1272;278;2;298;8;0;0;31;3.94;1.02;0.97;0.99;1;n/a;0.672727272727276;2022-07-12 19:01:48.755422;193;NA;0;2022-07-12 17:01:48.082695
646;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;61;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;9729071;191;191;127;130;153;50;7;12;219036;872;81;209;229;441;183;154;191;8;0;0;31;3.45;1;0.99;0.98;1;n/a;0.672727272727276;2022-07-12 19:01:49.318082;193;NA;0;2022-07-12 17:01:48.645355
647;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;62;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;9773578;18;18;127;131;13;40;6;15;23746;758;8;177;216;430;2;6;18;8;0;0;32;2.94;0.95;1.05;1;1.04;n/a;0.672727272727276;2022-07-12 19:01:49.540617;193;NA;0;2022-07-12 17:01:48.86789
648;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;64;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;9780536;16;94;127;132;85;42;7;15;16666;960;43;191;213;415;90;17;94;8;0;0;31;3.53;0.98;1;0.96;1.02;n/a;0.672727272727276;2022-07-12 19:01:49.575407;193;NA;0;2022-07-12 17:01:48.90268
649;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;65;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;11602378;36;36;127;130;17;30;6;15;142292;253;12;558;701;1271;34;2;36;8;0;0;31;2.09;0.98;0.99;0.97;1.01;n/a;0.672727272727276;2022-07-12 19:01:58.684617;193;NA;0;2022-07-12 17:01:58.01189
650;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;66;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;11630291;113;113;127;130;65;31;6;15;222003;509;45;249;427;696;110;73;113;8;0;0;31;2.87;0.99;0.98;0.99;1.01;n/a;0.672727272727276;2022-07-12 19:01:58.824182;193;NA;0;2022-07-12 17:01:58.151455
651;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;67;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;11676855;31;31;127;128;16;31;5;15;40897;758;12;232;234;521;9;20;31;8;0;0;31;2.75;1.02;0.98;0.97;0.99;n/a;0.672727272727276;2022-07-12 19:01:59.057002;193;NA;0;2022-07-12 17:01:58.384275
652;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;68;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;11685854;19;19;127;129;15;30;5;15;24516;775;9;228;263;518;5;16;19;8;0;0;31;2.02;1.05;0.98;0.97;1;n/a;0.672727272727276;2022-07-12 19:01:59.101997;193;NA;0;2022-07-12 17:01:58.42927
653;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;77;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;11742127;22;22;127;131;20;31;5;14;24915;883;8;192;225;263;10;20;22;8;0;0;31;2.31;0.98;0.98;0.95;1.01;n/a;0.672727272727276;2022-07-12 19:01:59.383362;193;NA;0;2022-07-12 17:01:58.710635
654;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;80;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;Mod;yes;0;FALSE;11757818;24;24;127;129;19;32;6;15;25668;935;12;178;214;247;6;4;24;8;0;0;31;3.22;0.98;0.97;0.96;1;n/a;0.672727272727276;2022-07-12 19:01:59.461817;193;NA;0;2022-07-12 17:01:58.78909
655;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;86;12/07/22 19:01;64446781;TRUE;1;3744;NBHF;High;yes;0;FALSE;11923233;157;157;127;130;134;40;6;14;374701;419;30;262;415;1270;156;2;157;8;0;0;31;4.19;0.97;0.98;0.96;1.01;n/a;0.672727272727276;2022-07-12 19:02:00.288892;193;NA;0;2022-07-12 17:01:59.616165
656;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;1;12/07/22 19:02;64446782;TRUE;1;2438;NBHF;High;yes;0;FALSE;137;214;228;127;131;212;42;6;11;268170;798;99;225;252;522;214;37;228;8;0;0;31;3.37;0.98;0.98;0.97;1.02;n/a;0.672727272727276;2022-07-12 19:02:00.673412;193;NA;0;2022-07-12 17:02:00.000685
657;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;2;12/07/22 19:02;64446782;TRUE;1;2438;NBHF;High;yes;0;FALSE;58227;98;118;127;130;104;38;6;15;108768;901;48;203;226;3609;117;104;118;8;0;0;31;2.67;0.98;0.97;0.97;1.01;n/a;0.672727272727276;2022-07-12 19:02:00.963862;193;NA;0;2022-07-12 17:02:00.291135
658;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;4;12/07/22 19:02;64446782;TRUE;1;2438;NBHF;Mod;yes;0;FALSE;96069;15;15;127;130;14;34;5;11;15136;991;6;198;205;403;13;11;15;8;0;0;31;2.47;0.97;0.97;0.96;1;n/a;0.672727272727276;2022-07-12 19:02:01.153072;193;NA;0;2022-07-12 17:02:00.480345
659;GEast_20220711_000B_FPOD6899_u_PAL file0 PART 15d 17h 20m.FP3;6;12/07/22 19:02;64446782;TRUE;1;2438;NBHF;Mod;yes;0;FALSE;102885;10;10;126;129;9;30;5;15;9852;1015;3;191;203;203;4;5;10;8;0;0;30;2.69;1;0.94;0.92;0.97;n/a;0.672727272727276;2022-07-12 19:02:01.187152;193;NA;0;2022-07-12 17:02:00.514425
