"Line";"File";"TrnID";"Time";"Min";"ON";"OpThreshold";"ClksThisMin";"SpClass";"Qn";"ICIgood";"tWUTrisk";"Marked";"Start";"NofClx";"nActualClx";"medianKHz";"avEndF";"nRisingIPIs";"avSPL";"avPkAt";"avBWx8";"TrDur_us";"AvPRF";"nICIrising";"MinICI_us";"midpointICI";"MaxICI_us";"ClkNofMinICI";"ClkNofMaxICI";"NofClstrs";"avClstrNx8";"avclF0";"avclF1";"avPkIPI";"BeforeIPIratio";"PreIPIratio";"Post1IPIratio";"Post2IPIratio";"EndIPIratio";"EncSpN";"Day";"Timedrift";"Time_adj";"Time_CET";"HP";"Time_UTC"
526;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";14;2022-07-13 15:42:00;64448022;"True";0;777;"NBHF";"High";"yes";0;"False";11426044;24;24;135;132;14;341;4;15;2400000;10;11;13829;21878;24773;23;3;24;14;0;0;30;6.73;0.97;1.01;1.04;0.99;"n/a";194;0.6092144373673;2022-07-13 15:42:57.739434;NA;0;2022-07-13 13:42:57.13022
532;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-07-15 14:48:00;64450848;"True";0;3181;"NBHF";"Mod";"yes";0;"False";9505849;143;157;125;124;84;32;4;15;301052;475;48;247;396;1382;143;8;157;8;0;0;34;2.47;1.04;1.04;1.05;0.97;"n/a";196;0.695456475583861;2022-07-15 14:48:48.224701;NA;0;2022-07-15 12:48:47.529245
741;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";7;2022-07-20 22:51:00;64458531;"True";0;284;"NBHF";"Mod";"yes";0;"False";5628335;29;29;127;131;12;23;3;15;34606;838;10;218;224;451;6;12;29;8;0;0;31;2.36;1.13;0.98;0.97;1.02;"n/a";201;0.911061571125263;2022-07-20 22:51:29.052737;NA;0;2022-07-20 20:51:28.141675
742;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";8;2022-07-20 22:51:00;64458531;"True";0;284;"NBHF";"Mod";"yes";0;"False";5819919;11;11;126;123;6;23;3;15;42145;261;0;708;787;838;11;2;11;8;0;0;34;1.82;0.91;0.97;0.99;1;"n/a";201;0.911061571125263;2022-07-20 22:51:30.010657;NA;0;2022-07-20 20:51:29.099595
743;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";9;2022-07-20 22:51:00;64458531;"True";0;284;"NBHF";"Mod";"yes";0;"False";5963499;8;8;125;129;3;23;4;15;17278;463;3;400;432;867;3;5;8;8;0;0;32;2.69;0.98;1.02;1.02;1.03;"n/a";201;0.911061571125263;2022-07-20 22:51:30.728557;NA;0;2022-07-20 20:51:29.817495
744;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";10;2022-07-20 22:51:00;64458531;"True";0;284;"NBHF";"Mod";"yes";0;"False";5967166;14;14;125;129;5;24;3;15;14925;938;3;211;213;426;4;12;14;8;0;0;32;2.17;1.13;1.01;1.01;1.03;"n/a";201;0.911061571125263;2022-07-20 22:51:30.746891;NA;0;2022-07-20 20:51:29.83583
790;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";2;2022-07-21 02:51:00;64458771;"True";0;951;"NBHF";"Mod";"yes";0;"False";1775628;17;17;127;131;5;25;4;15;22427;758;7;260;266;523;3;15;17;8;0;0;31;2.03;1.27;0.99;1;1.02;"n/a";202;0.954182590233543;2022-07-21 02:51:09.832323;NA;0;2022-07-21 00:51:08.87814
791;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";7;2022-07-21 02:51:00;64458771;"True";0;951;"NBHF";"Mod";"yes";0;"False";1872559;15;15;128;129;4;23;3;15;15120;992;8;197;202;401;15;9;15;8;0;0;31;2.35;1.25;1;1.04;1;"n/a";202;0.954182590233543;2022-07-21 02:51:10.316978;NA;0;2022-07-21 00:51:09.362795
845;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-07-21 13:21:00;64459401;"True";3;1120;"NBHF";"Mod";"yes";0;"False";1576986;9;9;126;126;1;50;3;15;14900;604;2;261;264;268;7;6;9;8;0;0;31;0;1.04;0.99;1.02;0.98;"n/a";202;0.954182590233543;2022-07-21 13:21:08.839113;NA;0;2022-07-21 11:21:07.88493
937;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";2;2022-07-22 08:56:00;64460576;"True";1;1079;"NBHF";"Mod";"yes";0;"False";1265061;18;18;120;125;11;69;4;15;580645;31;5;4639;4723;8453;10;2;18;8;0;0;32;3.78;0.98;0.97;0.92;1;"n/a";203;0.997303609341823;2022-07-22 08:56:07.322609;NA;0;2022-07-22 06:56:06.325305
984;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";8;2022-07-24 15:10:00;64463830;"True";0;818;"NBHF";"High";"yes";0;"False";11363689;7;7;128;134;5;251;5;4;875000;8;1;24332;28024;28024;7;3;7;13;0;0;31;0;1.01;0.99;1.01;1.04;"n/a";205;1.08354564755838;2022-07-24 15:10:57.901991;NA;0;2022-07-24 13:10:56.818445
985;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";9;2022-07-24 15:10:00;64463830;"True";0;818;"NBHF";"High";"yes";0;"False";11525312;13;13;128;129;8;195;5;12;565217;23;6;6966;9187;10280;11;5;13;10;0;0;32;3.41;1.16;1.01;1.02;1.03;"n/a";205;1.08354564755838;2022-07-24 15:10:58.710106;NA;0;2022-07-24 13:10:57.62656
986;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";2;2022-07-24 15:11:00;64463831;"True";0;684;"NBHF";"Mod";"no";0;"False";1673107;14;14;130;117;3;219;5;15;2333333;6;8;22027;27965;46225;2;14;14;22;0;0;34;0;0.9;1.13;1.13;0.96;"n/a";205;1.08354564755838;2022-07-24 15:11:09.449081;NA;0;2022-07-24 13:11:08.365535
987;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";4;2022-07-24 15:11:00;64463831;"True";0;684;"NBHF";"Mod";"no";0;"False";3368483;10;10;124;125;10;130;4;3;1111111;9;5;19580;22115;23572;2;6;10;10;0;0;32;3.56;0.97;1;0.99;1;"n/a";205;1.08354564755838;2022-07-24 15:11:17.925961;NA;0;2022-07-24 13:11:16.842415
1014;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";6;2022-08-01 06:46:00;64474846;"True";0;767;"NBHF";"High";"yes";0;"False";10593675;10;10;126;132;9;109;4;12;434782;23;5;7631;8823;9890;2;7;10;8;0;0;32;0;0.99;0.97;0.98;1.05;"n/a";213;1.42851380042463;2022-08-01 06:46:54.396889;NA;0;2022-08-01 04:46:52.968375
1015;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";9;2022-08-01 06:46:00;64474846;"True";0;767;"NBHF";"High";"yes";0;"False";10741816;13;13;122;125;11;46;3;15;260000;50;0;3256;4353;4825;13;2;13;8;0;0;32;0;1;0.96;0.99;1;"n/a";213;1.42851380042463;2022-08-01 06:46:55.137594;NA;0;2022-08-01 04:46:53.70908
1016;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";10;2022-08-01 06:46:00;64474846;"True";0;767;"NBHF";"High";"yes";0;"False";11719590;11;11;124;123;10;125;5;15;314285;35;4;5244;5525;5828;10;3;11;12;0;0;32;0;0.99;0.99;0.97;0.99;"n/a";213;1.42851380042463;2022-08-01 06:47:00.026464;NA;0;2022-08-01 04:46:58.59795
1017;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";11;2022-08-01 06:46:00;64474846;"True";0;767;"NBHF";"Mod";"yes";0;"False";11913278;8;8;122;122;5;130;4;15;258064;31;4;4559;4605;4656;3;6;8;9;0;0;32;2.26;1.01;0.97;0.96;0.98;"n/a";213;1.42851380042463;2022-08-01 06:47:00.994904;NA;0;2022-08-01 04:46:59.56639
1053;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-03 00:44:00;64477364;"True";0;194;"NBHF";"High";"yes";0;"False";4381324;64;64;120;122;47;52;3;15;100313;638;18;269;287;308;56;3;64;8;0;0;33;2.54;0.99;0.97;0.98;1.01;"n/a";215;1.51475583864119;2022-08-03 00:44:23.421376;NA;0;2022-08-02 22:44:21.90662
1062;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-03 18:55:00;64478455;"True";0;2601;"NBHF";"High";"yes";0;"False";11735691;616;616;127;130;510;40;7;13;900584;684;226;191;240;1271;585;2;616;8;0;0;31;2.66;1;0.96;1;1;"n/a";215;1.51475583864119;2022-08-03 18:56:00.193211;NA;0;2022-08-03 16:55:58.678455
1066;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-04 04:31:00;64479031;"True";0;255;"NBHF";"Mod";"yes";0;"False";6821847;59;59;126;129;38;29;5;15;185534;318;7;419;609;1197;59;30;59;8;0;0;32;2.14;0.98;0.97;0.99;1.02;"n/a";216;1.55787685774947;2022-08-04 04:31:35.667112;NA;0;2022-08-04 02:31:34.109235
1067;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-04 04:34:00;64479034;"True";0;1034;"NBHF";"Mod";"yes";0;"False";471115;18;18;127;130;9;28;5;15;63157;285;2;625;701;801;17;2;18;8;0;0;31;2.31;1;0.95;0.97;1.01;"n/a";216;1.55787685774947;2022-08-04 04:34:03.913452;NA;0;2022-08-04 02:34:02.355575
1070;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-05 00:54:00;64480254;"True";0;421;"NBHF";"High";"yes";0;"False";6024257;27;27;116;119;4;27;3;15;67331;401;10;465;465;588;13;2;27;8;0;0;34;2.75;1;1.01;1;1.01;"n/a";217;1.60099787685775;2022-08-05 00:54:31.722283;NA;0;2022-08-04 22:54:30.121285
1071;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";2;2022-08-05 00:54:00;64480254;"True";0;421;"NBHF";"Mod";"yes";5;"False";6104066;10;68;116;119;22;24;2;15;21413;467;35;416;431;863;9;47;68;8;0;0;35;3.71;1;0.96;0.99;1.04;"n/a";217;1.60099787685775;2022-08-05 00:54:32.121328;NA;0;2022-08-04 22:54:30.52033
1073;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";4;2022-08-05 10:20:00;64480820;"True";0;1168;"NBHF";"High";"no";0;"False";2211862;9;9;121;119;6;292;5;14;900000;10;3;15809;21437;23803;9;5;9;96;0;0;32;1.42;1.01;0.98;0.96;0.95;"n/a";217;1.60099787685775;2022-08-05 10:20:12.660308;NA;0;2022-08-05 08:20:11.05931
1074;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";5;2022-08-05 10:20:00;64480820;"True";0;1168;"NBHF";"High";"yes";0;"False";2517986;10;10;121;128;10;292;5;8;454545;22;0;5090;7920;10663;10;2;10;39;0;0;32;4.28;0.98;0.97;0.89;1.02;"n/a";217;1.60099787685775;2022-08-05 10:20:14.190928;NA;0;2022-08-05 08:20:12.58993
1075;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";6;2022-08-05 10:20:00;64480820;"True";0;1168;"NBHF";"Mod";"no";0;"False";2585179;11;11;121;127;8;81;4;15;314285;35;3;4499;6378;8142;9;2;11;9;0;0;32;3.09;0.99;0.97;0.88;1.01;"n/a";217;1.60099787685775;2022-08-05 10:20:14.526893;NA;0;2022-08-05 08:20:12.925895
1076;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";7;2022-08-05 10:20:00;64480820;"True";0;1168;"NBHF";"Mod";"yes";0;"False";2676697;15;15;120;120;13;48;4;15;267857;56;7;3365;3426;3829;6;15;15;8;0;0;32;2.09;0.99;0.97;0.92;0.96;"n/a";217;1.60099787685775;2022-08-05 10:20:14.984483;NA;0;2022-08-05 08:20:13.383485
1084;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-06 07:30:00;64482090;"True";0;4791;"NBHF";"Mod";"yes";0;"False";4720733;42;42;121;127;21;125;4;15;201923;208;4;808;915;1283;41;4;42;9;0;0;32;4.52;1.03;0.98;0.89;1.01;"n/a";218;1.64411889596603;2022-08-06 07:30:25.247784;NA;0;2022-08-06 05:30:23.603665
1085;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-06 08:14:00;64482134;"True";0;728;"NBHF";"Mod";"yes";0;"False";5136026;15;15;122;121;13;52;3;15;384615;39;10;4256;5066;6828;3;15;15;8;0;0;32;0;1.01;0.97;0.97;0.97;"n/a";218;1.64411889596603;2022-08-06 08:14:27.324249;NA;0;2022-08-06 06:14:25.68013
1096;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";2728798;18;18;127;128;10;23;4;15;87804;205;2;716;1795;1795;18;9;18;8;0;0;31;1.98;1.01;1;0.96;0.99;"n/a";219;1.68723991507431;2022-08-07 01:26:15.33123;NA;0;2022-08-06 23:26:13.64399
1097;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";2;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";2753788;16;16;127;127;3;25;5;15;44568;359;3;521;559;1138;16;7;16;8;0;0;31;2.72;1.01;0.97;0.99;0.98;"n/a";219;1.68723991507431;2022-08-07 01:26:15.45618;NA;0;2022-08-06 23:26:13.76894
1098;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";3;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";2764767;9;9;125;124;3;22;4;15;21897;411;2;467;487;504;9;3;9;8;0;0;31;1.98;0.98;0.98;1.03;0.96;"n/a";219;1.68723991507431;2022-08-07 01:26:15.511075;NA;0;2022-08-06 23:26:13.823835
1099;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";4;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";4715695;37;37;127;128;13;24;4;15;138576;267;7;542;739;1444;37;19;37;8;0;0;31;2.17;1.07;0.99;0.97;0.99;"n/a";219;1.68723991507431;2022-08-07 01:26:25.265715;NA;0;2022-08-06 23:26:23.578475
1100;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";5;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"High";"yes";0;"False";4749112;20;20;127;129;9;24;4;15;48661;411;3;451;494;519;20;3;20;8;0;0;31;1.99;1.06;0.97;1;1;"n/a";219;1.68723991507431;2022-08-07 01:26:25.4328;NA;0;2022-08-06 23:26:23.74556
1101;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";6;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";4767257;11;11;127;127;8;24;2;15;21235;518;1;375;391;398;11;2;11;8;0;0;31;2.02;0.99;1;0.99;0.98;"n/a";219;1.68723991507431;2022-08-07 01:26:25.523525;NA;0;2022-08-06 23:26:23.836285
1102;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";7;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";4772601;14;14;127;129;5;24;4;15;24691;567;7;338;350;367;13;3;14;8;0;0;31;2.44;1.02;0.99;0.98;1;"n/a";219;1.68723991507431;2022-08-07 01:26:25.550245;NA;0;2022-08-06 23:26:23.863005
1103;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";8;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";4782401;17;17;127;127;8;23;3;15;25185;675;8;284;305;593;16;9;17;8;0;0;31;1.97;1.09;0.99;0.98;0.99;"n/a";219;1.68723991507431;2022-08-07 01:26:25.599245;NA;0;2022-08-06 23:26:23.912005
1104;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";10;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";4803876;12;12;128;130;6;22;3;15;18018;666;7;251;260;521;10;9;12;8;0;0;31;2.02;0.99;0.99;1;1.01;"n/a";219;1.68723991507431;2022-08-07 01:26:25.70662;NA;0;2022-08-06 23:26:24.01938
1105;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";11;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";4814354;7;7;126;129;1;21;3;15;19073;367;2;500;501;509;7;2;7;8;0;0;32;2.39;0.99;0.97;1.02;1.03;"n/a";219;1.68723991507431;2022-08-07 01:26:25.75901;NA;0;2022-08-06 23:26:24.07177
1106;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";14;2022-08-07 01:26:00;64483166;"True";0;375;"NBHF";"Mod";"yes";0;"False";5370392;8;8;126;126;1;21;3;15;29739;269;0;709;755;785;8;2;8;8;0;0;31;1.99;1.14;0.95;1.01;0.98;"n/a";219;1.68723991507431;2022-08-07 01:26:28.5392;NA;0;2022-08-06 23:26:26.85196
1107;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-07 01:38:00;64483178;"True";0;220;"NBHF";"Mod";"yes";0;"False";167896;28;28;121;124;12;32;3;15;95563;293;14;637;675;1411;7;18;28;8;0;0;33;1.99;0.98;1;1.01;1.02;"n/a";219;1.68723991507431;2022-08-07 01:38:02.52672;NA;0;2022-08-06 23:38:00.83948
1134;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-08 00:43:00;64484563;"True";0;418;"NBHF";"Mod";"yes";0;"False";5308909;31;31;128;131;21;27;3;15;89080;348;0;499;578;675;31;2;31;8;0;0;31;2.69;1;0.99;1;1.01;"n/a";220;1.73036093418259;2022-08-08 00:43:28.274906;NA;0;2022-08-07 22:43:26.544545
1146;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";6;2022-08-08 00:51:00;64484571;"True";0;404;"NBHF";"Mod";"yes";0;"False";11222640;14;14;126;130;10;22;3;15;66037;212;1;728;861;1586;14;10;14;8;0;0;31;2;1.01;0.96;1;1.01;"n/a";220;1.73036093418259;2022-08-08 00:51:57.843561;NA;0;2022-08-07 22:51:56.1132
1147;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";1;2022-08-08 01:28:00;64484608;"True";0;216;"NBHF";"High";"yes";0;"False";9538659;34;34;114;118;32;46;4;9;263565;129;18;1202;1214;2462;18;34;34;8;0;0;34;3.22;0.99;0.96;0.96;1;"n/a";220;1.73036093418259;2022-08-08 01:28:49.423656;NA;0;2022-08-07 23:28:47.693295
1282;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";2;2022-08-12 01:08:00;64490348;"True";0;1607;"NBHF";"High";"yes";0;"False";668727;25;25;123;124;17;38;3;15;480769;52;12;3646;3767;4020;8;21;25;8;0;0;32;2.55;0.99;0.96;0.97;0.99;"n/a";224;1.90284501061571;2022-08-12 01:08:05.24648;NA;0;2022-08-11 23:08:03.343635
1283;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";3;2022-08-12 01:08:00;64490348;"True";0;1607;"NBHF";"Mod";"yes";0;"False";1389819;7;7;124;129;1;25;2;15;129629;54;4;3656;3694;3800;2;7;7;8;0;0;32;3.56;1;0.98;0.97;1.03;"n/a";224;1.90284501061571;2022-08-12 01:08:08.85194;NA;0;2022-08-11 23:08:06.949095
1284;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";5;2022-08-12 01:08:00;64490348;"True";0;1607;"NBHF";"High";"yes";0;"False";5271919;33;33;124;128;20;46;4;15;767441;43;16;4043;4301;6289;13;28;33;8;0;0;32;2.36;0.99;0.99;1.01;1.02;"n/a";224;1.90284501061571;2022-08-12 01:08:28.26244;NA;0;2022-08-11 23:08:26.359595
1285;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";6;2022-08-12 01:08:00;64490348;"True";0;1607;"NBHF";"High";"yes";0;"False";5437182;8;8;124;126;4;30;3;15;153846;52;3;3755;3791;3930;5;8;8;8;0;0;32;1.97;0.98;0.97;1.01;1.01;"n/a";224;1.90284501061571;2022-08-12 01:08:29.088755;NA;0;2022-08-11 23:08:27.18591
1286;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";7;2022-08-12 01:08:00;64490348;"True";0;1607;"NBHF";"High";"yes";0;"False";6166160;32;32;120;125;31;60;3;9;640000;50;17;3773;3998;4346;30;2;32;8;0;0;33;1.97;0.97;0.96;0.96;1.03;"n/a";224;1.90284501061571;2022-08-12 01:08:32.733645;NA;0;2022-08-11 23:08:30.8308
1287;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";8;2022-08-12 01:08:00;64490348;"True";0;1607;"NBHF";"High";"yes";0;"False";7100799;17;17;122;125;8;30;2;15;278688;61;6;2958;3381;3561;17;6;17;8;0;0;32;0;0.99;0.98;0.94;1;"n/a";224;1.90284501061571;2022-08-12 01:08:37.40684;NA;0;2022-08-11 23:08:35.503995
1306;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";7;2022-08-12 01:09:00;64490349;"True";0;475;"NBHF";"High";"yes";0;"False";3282509;12;12;121;122;9;60;4;2;187500;64;5;2953;2992;3237;7;3;12;8;0;0;33;0;0.98;1;1.01;1.01;"n/a";224;1.90284501061571;2022-08-12 01:09:18.31539;NA;0;2022-08-11 23:09:16.412545
1308;"N90--_20220623_000A_FPOD6894_u_PAL file0 PART 62d 16h 17m.FP3";10;2022-08-12 01:09:00;64490349;"True";0;475;"NBHF";"High";"yes";0;"False";7852896;24;24;122;122;24;101;5;0;347826;69;8;2296;2687;4149;18;4;24;8;0;0;33;0;0.99;1;0.99;1.01;"n/a";224;1.90284501061571;2022-08-12 01:09:41.167325;NA;0;2022-08-11 23:09:39.26448
