"Line";"File";"TrnID";"Time";"Min";"ON";"OpThreshold";"ClksThisMin";"SpClass";"Qn";"ICIgood";"tWUTrisk";"Marked";"Start";"NofClx";"nActualClx";"medianKHz";"avEndF";"nRisingIPIs";"avSPL";"avPkAt";"avBWx8";"TrDur_us";"AvPRF";"nICIrising";"MinICI_us";"midpointICI";"MaxICI_us";"ClkNofMinICI";"ClkNofMaxICI";"NofClstrs";"avClstrNx8";"avclF0";"avclF1";"avPkIPI";"BeforeIPIratio";"PreIPIratio";"Post1IPIratio";"Post2IPIratio";"EndIPIratio";"EncSpN";"Day";"Timedrift";"Time_adj";"Time_CET";"HP";"Time_UTC"
1521;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";9;2022-08-07 11:11:00;64483751;"True";0;841;"NBHF";"High";"yes";0;"False";6527449;33;33;127;130;28;25;5;15;72687;454;6;398;443;493;33;2;33;8;0;0;31;2.08;0.99;0.99;0.97;1.01;"n/a";219;-0.622458410351202;2022-08-07 11:11:32.014786;NA;0;2022-08-07 09:11:32.637245
1522;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";5;2022-08-07 11:14:00;64483754;"True";0;1708;"NBHF";"High";"yes";0;"False";6618925;24;24;127;130;22;26;4;7;50209;478;3;391;419;449;24;2;24;8;0;0;31;2.07;1;0.96;0.98;1.01;"n/a";219;-0.622458410351202;2022-08-07 11:14:32.472167;NA;0;2022-08-07 09:14:33.094625
1523;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";8;2022-08-07 11:14:00;64483754;"True";0;1708;"NBHF";"Mod";"yes";0;"False";7044849;21;21;126;128;20;25;4;11;23001;913;9;214;223;433;11;16;21;8;0;0;31;2.61;1;0.97;0.97;0.99;"n/a";219;-0.622458410351202;2022-08-07 11:14:34.601787;NA;0;2022-08-07 09:14:35.224245
1524;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";9;2022-08-07 11:14:00;64483754;"True";0;1708;"NBHF";"High";"yes";0;"False";7076063;20;20;127;130;16;25;3;15;19685;1016;4;194;197;199;20;15;20;8;0;0;31;2.35;1.13;0.98;0.99;1.01;"n/a";219;-0.622458410351202;2022-08-07 11:14:34.757857;NA;0;2022-08-07 09:14:35.380315
1525;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";13;2022-08-07 11:14:00;64483754;"True";0;1708;"NBHF";"Mod";"yes";0;"False";9343067;12;12;127;132;6;26;5;15;13856;866;4;221;221;279;6;2;12;8;0;0;31;2.01;1.09;0.98;0.98;1.02;"n/a";219;-0.622458410351202;2022-08-07 11:14:46.092876;NA;0;2022-08-07 09:14:46.715335
1526;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";18;2022-08-07 11:14:00;64483754;"True";0;1708;"NBHF";"Mod";"yes";0;"False";9676497;24;24;125;130;17;23;4;15;26344;911;10;210;219;268;20;2;24;8;0;0;31;2.4;1.06;0.98;0.96;1;"n/a";219;-0.622458410351202;2022-08-07 11:14:47.760026;NA;0;2022-08-07 09:14:48.382485
1527;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";29;2022-08-07 11:14:00;64483754;"True";0;1708;"NBHF";"Mod";"yes";0;"False";11837810;10;10;127;132;9;23;5;13;18726;534;3;278;287;345;9;2;10;8;0;0;32;1.92;0.97;1.01;0.99;1.05;"n/a";219;-0.622458410351202;2022-08-07 11:14:58.566592;NA;0;2022-08-07 09:14:59.18905
1533;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";29;2022-08-07 11:15:00;64483755;"True";0;1817;"NBHF";"Mod";"yes";0;"False";8667251;8;8;123;111;7;85;3;15;1000000;8;3;23607;25899;31150;3;5;8;8;0;0;39;0;0.79;1.2;1.16;1.21;"n/a";219;-0.622458410351202;2022-08-07 11:15:42.713797;NA;0;2022-08-07 09:15:43.336255
1534;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";1;2022-08-07 11:16:00;64483756;"True";0;1200;"NBHF";"Mod";"yes";0;"False";287673;10;10;127;132;7;20;4;15;47619;210;1;840;967;1181;10;2;10;8;0;0;31;2.37;0.99;1;0.96;1.02;"n/a";219;-0.622458410351202;2022-08-07 11:16:00.815907;NA;0;2022-08-07 09:16:01.438365
1535;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";3;2022-08-07 11:16:00;64483756;"True";0;1200;"NBHF";"Mod";"yes";0;"False";643215;21;21;126;129;19;25;4;12;48275;435;5;385;465;900;18;15;21;8;0;0;31;1.98;0.99;0.97;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 11:16:02.593616;NA;0;2022-08-07 09:16:03.216075
1536;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";9;2022-08-07 11:16:00;64483756;"True";0;1200;"NBHF";"Mod";"yes";0;"False";4648277;11;11;126;132;6;22;3;15;44534;247;1;726;841;1523;11;9;11;8;0;0;31;2.27;1.22;0.98;0.95;1.02;"n/a";219;-0.622458410351202;2022-08-07 11:16:22.618927;NA;0;2022-08-07 09:16:23.241385
1537;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";19;2022-08-07 11:16:00;64483756;"True";0;1200;"NBHF";"Mod";"yes";0;"False";5120511;17;17;127;131;13;24;4;15;20118;845;5;210;213;422;12;14;17;8;0;0;31;2.48;1;1;0.97;1.02;"n/a";219;-0.622458410351202;2022-08-07 11:16:24.980097;NA;0;2022-08-07 09:16:25.602555
1553;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";1;2022-08-07 12:19:00;64483819;"True";0;1926;"NBHF";"Mod";"yes";0;"False";8376857;27;27;127;130;10;30;5;10;123287;219;0;650;819;1271;27;2;27;8;0;0;32;2.44;0.98;1.04;1.03;1.04;"n/a";219;-0.622458410351202;2022-08-07 12:19:41.261827;NA;0;2022-08-07 10:19:41.884285
1554;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";1;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"High";"yes";0;"False";611279;19;19;126;130;11;24;4;15;70110;271;1;585;756;1360;19;15;19;8;0;0;31;2.08;1.01;0.97;0.98;1.01;"n/a";219;-0.622458410351202;2022-08-07 12:29:02.433937;NA;0;2022-08-07 10:29:03.056395
1555;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";4;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"High";"yes";0;"False";2535982;56;68;127;129;42;31;5;11;158192;354;10;404;542;1466;68;5;68;8;0;0;31;2.53;1.01;0.99;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 12:29:12.057451;NA;0;2022-08-07 10:29:12.67991
1556;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";5;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"High";"yes";0;"False";3011595;62;62;125;127;49;25;4;10;67907;913;31;193;205;401;49;47;62;8;0;0;31;2.2;1.04;0.96;0.98;0.99;"n/a";219;-0.622458410351202;2022-08-07 12:29:14.435517;NA;0;2022-08-07 10:29:15.057975
1557;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";6;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";7446914;12;12;127;133;4;24;4;15;39087;307;1;533;560;581;12;2;12;8;0;0;31;2.57;1.03;0.99;0.98;1.03;"n/a";219;-0.622458410351202;2022-08-07 12:29:36.612112;NA;0;2022-08-07 10:29:37.23457
1558;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";8;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";7477020;10;10;126;127;7;28;6;2;17857;560;1;348;359;366;10;2;10;8;0;0;32;2.48;1;1;1.01;1.01;"n/a";219;-0.622458410351202;2022-08-07 12:29:36.762641;NA;0;2022-08-07 10:29:37.3851
1559;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";9;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";7480510;16;16;126;128;10;25;4;15;26981;593;4;320;332;415;12;2;16;8;0;0;32;2.5;1.28;1;1.01;1.02;"n/a";219;-0.622458410351202;2022-08-07 12:29:36.780092;NA;0;2022-08-07 10:29:37.40255
1560;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";10;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";7493502;28;28;126;126;19;23;5;15;37433;748;12;256;261;528;27;20;28;8;0;0;32;2.29;1.02;1.01;1;1.01;"n/a";219;-0.622458410351202;2022-08-07 12:29:36.845052;NA;0;2022-08-07 10:29:37.46751
1561;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";11;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";7574913;34;34;125;130;24;30;6;11;38680;879;13;206;210;422;33;31;34;8;0;0;32;2.7;1.02;1;1.01;1.04;"n/a";219;-0.622458410351202;2022-08-07 12:29:37.252106;NA;0;2022-08-07 10:29:37.874565
1562;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";12;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";11136452;12;12;125;128;7;23;5;15;53097;226;1;769;913;1743;12;7;12;8;0;0;32;1.91;0.99;1.01;0.99;1.03;"n/a";219;-0.622458410351202;2022-08-07 12:29:55.059802;NA;0;2022-08-07 10:29:55.68226
1563;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";13;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";11154747;15;15;126;131;6;23;5;15;44117;340;2;545;602;1183;15;8;15;8;0;0;31;2.81;1;0.98;0.98;1.02;"n/a";219;-0.622458410351202;2022-08-07 12:29:55.151277;NA;0;2022-08-07 10:29:55.773735
1564;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";14;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";11165758;36;36;126;128;19;24;5;15;82949;434;10;380;460;996;28;8;36;8;0;0;32;1.94;1.01;1;1.01;1.02;"n/a";219;-0.622458410351202;2022-08-07 12:29:55.206331;NA;0;2022-08-07 10:29:55.82879
1565;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";15;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";11186767;17;17;125;128;7;22;5;15;31135;546;5;329;369;427;5;4;17;8;0;0;32;2.43;0.99;1;1.01;1.02;"n/a";219;-0.622458410351202;2022-08-07 12:29:55.311377;NA;0;2022-08-07 10:29:55.933835
1566;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";17;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";11204050;35;35;127;129;24;31;7;12;47425;738;13;261;264;321;33;14;35;8;0;0;31;2.19;1;0.98;1;1;"n/a";219;-0.622458410351202;2022-08-07 12:29:55.397792;NA;0;2022-08-07 10:29:56.02025
1567;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";26;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"High";"yes";0;"False";11626081;46;46;126;129;34;26;5;13;48268;953;19;194;199;399;41;40;46;8;0;0;31;2.49;1.01;0.97;0.98;1;"n/a";219;-0.622458410351202;2022-08-07 12:29:57.507946;NA;0;2022-08-07 10:29:58.130405
1568;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";27;2022-08-07 12:29:00;64483829;"True";0;1143;"NBHF";"Mod";"yes";0;"False";11774822;9;9;126;128;2;19;3;15;47619;189;3;921;1072;1276;7;2;9;8;0;0;32;2.43;0.98;1.02;1;1.02;"n/a";219;-0.622458410351202;2022-08-07 12:29:58.251652;NA;0;2022-08-07 10:29:58.87411
1626;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";1;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";3265924;182;182;127;130;135;27;5;15;408988;445;37;258;381;1398;177;21;182;8;0;0;31;2.03;1;0.97;1;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:09:15.707161;NA;0;2022-08-07 19:09:16.32962
1627;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";3;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";3358456;156;156;127;130;125;28;5;12;190942;817;59;225;243;508;153;13;156;8;0;0;31;2.13;1;0.97;1;1;"n/a";219;-0.622458410351202;2022-08-07 21:09:16.169822;NA;0;2022-08-07 19:09:16.79228
1628;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";4;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";3399558;163;163;127;129;139;32;5;5;179713;907;56;204;220;448;158;44;163;8;0;0;31;2.53;1;0.97;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 21:09:16.375332;NA;0;2022-08-07 19:09:16.99779
1629;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";5;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";3436139;64;64;127;129;56;32;6;5;64064;999;25;193;202;405;57;38;64;8;0;0;31;2.6;1;0.97;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 21:09:16.558237;NA;0;2022-08-07 19:09:17.180695
1630;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";6;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";3586884;621;621;127;129;439;31;6;7;909224;683;231;192;244;1314;621;25;621;8;0;0;32;2.23;0.98;1.01;1.01;1.03;"n/a";219;-0.622458410351202;2022-08-07 21:09:17.311962;NA;0;2022-08-07 19:09:17.93442
1631;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";7;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"Mod";"yes";0;"False";8297574;8;30;127;130;19;22;7;15;11869;674;12;255;303;588;27;9;30;8;0;0;31;2.42;1.04;0.99;0.98;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:09:40.865412;NA;0;2022-08-07 19:09:41.48787
1632;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";8;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";8355495;193;193;128;130;74;32;6;15;213024;906;77;203;221;251;183;4;193;8;0;0;31;2.41;1.02;0.99;1;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:09:41.155017;NA;0;2022-08-07 19:09:41.777475
1633;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";11;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";11942327;53;53;126;131;35;40;7;15;184027;288;4;493;635;1496;52;17;53;8;0;0;30;2.11;1.08;0.91;0.99;0.98;"n/a";219;-0.622458410351202;2022-08-07 21:09:59.089177;NA;0;2022-08-07 19:09:59.711635
1634;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";12;2022-08-07 21:09:00;64484349;"True";1;3426;"NBHF";"High";"yes";0;"False";11984993;36;36;127;135;14;34;7;15;73170;492;10;361;407;455;36;2;36;8;0;0;31;2.04;1.04;0.95;0.98;1.04;"n/a";219;-0.622458410351202;2022-08-07 21:09:59.302506;NA;0;2022-08-07 19:09:59.924965
1635;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";2;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";320978;14;14;127;132;12;25;4;7;20588;680;3;281;299;305;14;2;14;8;0;0;31;2.37;1;0.97;1;1.02;"n/a";219;-0.622458410351202;2022-08-07 21:18:00.982432;NA;0;2022-08-07 19:18:01.60489
1636;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";4;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";354645;16;16;126;129;12;28;6;11;20227;791;5;243;249;303;12;2;16;8;0;0;32;2.92;0.97;1.01;1.02;1.03;"n/a";219;-0.622458410351202;2022-08-07 21:18:01.150767;NA;0;2022-08-07 19:18:01.773225
1637;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";5;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";358630;14;14;126;129;14;32;6;8;17587;796;6;243;249;306;3;2;14;8;0;0;31;2.6;1;0.96;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:01.170691;NA;0;2022-08-07 19:18:01.79315
1638;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";6;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";362088;25;25;126;128;21;32;5;14;30788;812;9;236;244;299;21;2;25;8;0;0;31;2.58;1;0.96;0.98;0.99;"n/a";219;-0.622458410351202;2022-08-07 21:18:01.187982;NA;0;2022-08-07 19:18:01.81044
1639;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";13;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";388922;31;45;127;128;34;32;6;7;35428;875;11;219;227;396;45;32;45;8;0;0;31;2.4;1.01;0.98;0.99;0.99;"n/a";219;-0.622458410351202;2022-08-07 21:18:01.322152;NA;0;2022-08-07 19:18:01.94461
1640;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";14;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";399959;12;12;127;128;11;25;7;15;13574;884;5;215;221;441;8;10;12;8;0;0;31;2.15;1.01;0.96;1.01;0.99;"n/a";219;-0.622458410351202;2022-08-07 21:18:01.377337;NA;0;2022-08-07 19:18:01.999795
1641;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";16;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";410418;16;16;127;130;12;28;6;9;17410;919;7;209;209;424;8;13;16;8;0;0;31;3.48;1.01;0.98;0.99;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:18:01.429631;NA;0;2022-08-07 19:18:02.05209
1642;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";19;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";4866222;239;239;126;129;125;32;6;10;364885;655;81;244;264;496;224;14;239;8;0;0;32;2.02;0.98;1.01;1.02;1.03;"n/a";219;-0.622458410351202;2022-08-07 21:18:23.708652;NA;0;2022-08-07 19:18:24.33111
1643;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";22;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";4941776;8;8;127;134;6;40;7;15;29411;272;2;718;733;784;8;2;8;10;0;0;30;2.49;1.17;0.94;0.96;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:24.086421;NA;0;2022-08-07 19:18:24.70888
1644;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";23;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";4947401;15;15;128;129;7;40;7;2;17942;836;5;234;238;247;10;11;15;8;0;0;31;2.25;1;0.99;1.01;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:24.114547;NA;0;2022-08-07 19:18:24.737005
1645;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";28;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";4964486;25;25;127;130;17;29;6;15;28473;878;8;223;232;233;22;3;25;8;0;0;31;3.23;0.99;0.97;1;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:18:24.199971;NA;0;2022-08-07 19:18:24.82243
1646;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";29;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";4970403;35;35;127;129;25;29;6;15;39018;897;13;215;223;229;30;22;35;8;0;0;31;2.51;1;0.97;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:24.229557;NA;0;2022-08-07 19:18:24.852015
1647;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";30;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";4978860;14;14;127;128;9;29;6;15;17654;793;5;214;219;224;8;3;14;8;0;0;31;3.65;1;0.96;1.01;0.99;"n/a";219;-0.622458410351202;2022-08-07 21:18:24.271842;NA;0;2022-08-07 19:18:24.8943
1648;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";33;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";4993713;92;92;127;129;79;44;7;3;93117;988;35;193;200;408;83;31;92;8;0;0;31;2.71;1;0.98;0.99;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:24.346107;NA;0;2022-08-07 19:18:24.968565
1649;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";34;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";8542502;41;41;125;129;25;26;4;15;154716;265;11;520;719;1272;37;2;41;8;0;0;32;2.23;1.03;0.99;1.02;1.03;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.090052;NA;0;2022-08-07 19:18:42.71251
1650;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";35;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8574272;11;11;126;129;8;23;5;15;28205;390;2;492;518;1020;11;7;11;8;0;0;31;2.62;1;0.96;0.96;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.248902;NA;0;2022-08-07 19:18:42.87136
1651;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";36;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8581368;15;15;127;131;10;23;5;15;34246;438;1;437;462;478;15;2;15;8;0;0;31;1.96;1;0.96;1;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.284382;NA;0;2022-08-07 19:18:42.90684
1652;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";37;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8591577;18;18;126;129;10;22;4;15;38461;468;5;341;393;778;4;10;18;8;0;0;31;1.99;1.05;0.95;1;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.335427;NA;0;2022-08-07 19:18:42.957885
1653;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";43;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8655445;19;31;126;128;23;27;4;3;23341;814;11;236;241;425;30;20;31;8;0;0;31;2.82;1.01;0.98;0.97;0.99;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.654767;NA;0;2022-08-07 19:18:43.277225
1654;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";47;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8680418;8;8;127;129;4;24;5;15;9060;883;1;220;227;229;8;2;8;8;0;0;31;2.01;0.99;0.95;1;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.779632;NA;0;2022-08-07 19:18:43.40209
1655;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";49;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8695549;8;8;127;131;5;26;5;9;11126;719;3;214;220;220;3;4;8;8;0;0;31;1.95;1;0.97;1;1.02;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.855287;NA;0;2022-08-07 19:18:43.477745
1656;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";50;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"High";"yes";0;"False";8701143;20;35;127;130;17;26;5;15;21231;942;14;205;215;415;23;21;35;8;0;0;31;2.08;1.03;0.96;1;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.883256;NA;0;2022-08-07 19:18:43.505715
1657;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";52;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8711832;18;18;127;130;10;25;5;15;20293;887;7;146;206;409;16;7;18;8;0;0;31;2;1;0.97;1;1;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.936702;NA;0;2022-08-07 19:18:43.55916
1658;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";53;2022-08-07 21:18:00;64484358;"True";1;5475;"NBHF";"Mod";"yes";0;"False";8718739;8;21;126;130;12;26;5;15;7992;1001;7;192;200;397;12;15;21;8;0;0;31;1.98;1;0.97;0.98;1.01;"n/a";219;-0.622458410351202;2022-08-07 21:18:42.971236;NA;0;2022-08-07 19:18:43.593695
1668;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";1;2022-08-07 21:28:00;64484368;"True";1;3319;"NBHF";"High";"yes";0;"False";258604;147;147;127;129;102;36;6;8;360294;408;31;240;434;1272;143;2;147;8;0;0;31;2.06;1.01;0.97;1;1;"n/a";219;-0.622458410351202;2022-08-07 21:28:00.670562;NA;0;2022-08-07 19:28:01.29302
1669;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";2;2022-08-07 21:28:00;64484368;"True";1;3319;"NBHF";"High";"yes";0;"False";330978;41;148;127;131;81;34;7;13;54232;756;65;229;265;525;2;30;148;8;0;0;32;2.2;0.98;1.01;1.02;1.04;"n/a";219;-0.622458410351202;2022-08-07 21:28:01.032432;NA;0;2022-08-07 19:28:01.65489
1670;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";3;2022-08-07 21:28:00;64484368;"True";1;3319;"NBHF";"High";"yes";0;"False";377420;294;294;127;130;174;34;7;10;319912;919;134;189;218;398;290;286;294;8;0;0;32;2.49;0.98;1.01;1.02;1.04;"n/a";219;-0.622458410351202;2022-08-07 21:28:01.264642;NA;0;2022-08-07 19:28:01.8871
1671;"S90--_20220623_000A_FPOD6900_u_PAL file0 PART 68d 36m.FP3";4;2022-08-07 21:28:00;64484368;"True";1;3319;"NBHF";"High";"yes";0;"False";579538;571;571;127;130;304;34;7;7;861236;663;209;196;244;1272;567;2;571;8;0;0;32;2.42;0.98;1.01;1.02;1.04;"n/a";219;-0.622458410351202;2022-08-07 21:28:02.275232;NA;0;2022-08-07 19:28:02.89769
